"fecha","precio","habitaciones","baños","area_m2_util","area_m2_construida","pisos","año_construida","codigo_postal"
2014-06-23,172500000,3,1.5,131.9,110.7,2,2008,98144
2014-11-21,3.3e+08,5,3.5,293.6,480.8,2,2014,98011
2014-05-02,192500000,3,3.25,122.6,123.3,2,2008,98199
2015-03-18,229500000,2,2.25,93.8,102.8,2,2006,98119
2015-01-14,1.24e+08,3,2.5,173.7,375.9,2,2007,98042
2014-08-20,740500000,4,3.5,485,1431.7,2,2006,98075
2014-08-01,189500000,4,2.5,210,541.1,2,2011,98038
2015-03-04,1472500000,5,4.5,403.2,531.6,3,2010,98107
2014-09-26,197500000,2,2.25,150.5,171,2,2004,98029
2014-05-07,267500000,3,2.5,211.8,212.7,2,2006,98027
2014-10-22,4.85e+08,5,3.5,315.9,910.8,2,2008,98118
2015-02-01,102500000,2,1.5,77.1,94.8,2,2006,98106
2014-10-15,1.55e+08,4,2.5,214.6,686,2,2010,98042
2014-07-02,167250000,2,1.5,77.1,172.6,2,2005,98144
2014-08-28,497500000,5,3.25,383.7,668.6,2,2012,98074
2015-04-01,185114000,4,3,190.5,371.6,2,2014,98001
2015-03-04,191500000,4,2.5,190.5,460.1,2,2014,98038
2014-08-04,192250000,3,2.5,148.6,242.5,2,2005,98027
2014-07-18,432500000,5,2.5,296.4,758.1,2,2014,98177
2014-05-22,525500000,4,3.75,358.6,508.6,2.5,2007,98029
2014-05-13,2.51e+08,4,2.5,189.5,521.7,2,2012,98028
2014-09-24,8.75e+08,4,3.5,357.2,780.4,2,2013,98004
2014-09-12,284997500,4,2.5,246.2,638.7,2,2014,98059
2014-05-19,374975000,4,2.5,318.7,5986.8,2,2013,98077
2014-12-30,2.75e+08,3,2.5,225.8,501.7,2,2007,98074
2014-05-13,262500000,3,3.5,267.2,472.5,2,2007,98072
2014-06-11,2.58e+08,4,3.5,236.9,808.1,2,2007,98065
2014-08-05,6.75e+08,4,3.75,380.9,5706,2,2014,98029
2015-04-28,2.2e+08,4,2.5,253.6,420.5,2,2009,98059
2015-04-14,3.3e+08,3,2.5,165.4,160.6,2,2008,98103
2014-12-09,130975000,3,2.5,174.7,464.5,2,2010,98042
2014-08-27,275500000,5,3.75,287.1,459.2,2,2010,98058
2015-02-25,332500000,3,3.5,228.5,1315,2,2014,98155
2014-06-04,3.05e+08,4,3.5,270.3,488.7,2,2012,98065
2015-02-19,322500000,4,3.5,270.3,488.7,2,2012,98065
2014-06-18,268375500,3,1.75,179.3,590.9,1,2013,98065
2015-04-26,1.3e+08,3,2.25,131.3,316.1,2,2009,98031
2015-01-21,6.56e+08,3,3.25,374.4,585.3,2,2006,98105
2015-02-20,214950000,4,3.25,267.6,550.8,2.5,2014,98023
2014-08-20,267500000,4,2.75,219.3,1402.8,1,2014,98146
2015-04-14,231275000,2,1.75,99.4,118.5,3,2006,98107
2015-03-10,3.01e+08,3,3.25,135.6,127,3,2008,98103
2014-12-08,3.65e+08,4,2.75,353,892.4,2,2008,98011
2015-04-23,150250000,2,1.5,110.6,74.4,3,2010,98106
2014-05-16,337500000,5,2.5,297.3,599.7,2,2009,98065
2014-05-20,207500000,3,2.25,183,220.8,2,2008,98108
2014-11-17,3.07e+08,3,2.5,262.9,541.7,2,2010,98011
2014-12-04,192500000,4,2.5,244.3,529.6,2,2010,98042
2014-06-25,2.97e+08,4,2.75,252.7,428.6,2,2005,98028
2014-05-20,4.3e+08,4,2.75,293.6,752.2,2,2014,98033
2014-09-09,552250000,4,4,350.2,826.7,2,2006,98074
2014-10-24,387500000,4,2.75,325.2,578.4,2,2004,98053
2014-08-06,215380000,5,2.75,251.8,435.3,2,2014,98038
2015-04-27,377500000,2,2.5,201.6,591,1,2009,98053
2014-05-19,3.2e+08,2,2.25,143.1,89,3,2007,98122
2015-05-01,306750000,3,3.25,174.3,142.2,3,2009,98115
2014-10-17,3.9e+08,4,3.5,345.6,19795.1,1,2007,98010
2015-03-04,2.75e+08,4,2.5,292.5,893,2,2014,98198
2014-10-08,394750000,4,3.25,301,450.8,2,2010,98053
2014-07-10,2.96e+08,5,3.5,310.3,464.5,2,2012,98065
2015-04-10,227475000,4,2.5,224.2,529.6,2,2014,98042
2015-04-13,237500000,4,2.5,232.3,418.1,2,2010,98059
2014-12-29,329500000,2,1.75,109.6,84,2,2014,98102
2014-11-24,2.85e+08,4,2.5,268.5,538.9,2,2005,98028
2015-02-26,173750000,5,3,207.2,608.6,1,2014,98168
2015-04-02,102500000,4,2.5,164.2,418.1,2,2006,98001
2014-09-03,1.9e+08,3,3.25,134.7,136.4,2,2009,98126
2014-10-03,3.59e+08,5,2.75,272.2,711.9,2,2013,98056
2014-07-24,257902500,5,2.75,251.8,384.2,2,2014,98059
2014-07-14,514637500,4,3.25,334.5,1732.2,2,2013,98059
2014-11-13,218859000,3,2.5,167.2,303.3,2,2014,98065
2014-08-14,2.25e+08,4,2.5,212.7,512.4,2,2006,98106
2014-10-28,257500000,3,2.5,140.3,109.4,2,2007,98122
2015-03-02,1.02e+08,2,2.5,101.3,1249,2,2007,98198
2014-05-23,1.8e+08,3,2,118,122.9,3,2006,98103
2014-12-03,2.75e+08,3,2.25,143.1,93.4,3,2008,98103
2014-05-29,325440000,3,2.5,272.2,562.1,2,2008,98065
2015-02-25,894975000,5,3.75,405.1,790,2,2014,98033
2015-02-25,447950000,4,3.5,338.2,462.9,2,2014,98075
2014-06-06,292500000,4,2.5,225.8,441,2,2008,98027
2015-05-08,1.9e+08,3,2.25,141.2,136,2,2010,98126
2014-11-18,282998500,5,2.75,253.6,540.7,2,2014,98059
2015-05-04,229500000,3,3,226.7,192.9,2,2006,98126
2015-04-21,2.75e+08,3,3.75,146.8,121.1,2,2010,98144
2014-07-25,2.5e+08,3,2.25,131.9,91.3,3,2006,98103
2015-03-27,230750000,5,3.25,262,304.3,2,2006,98118
2014-05-22,1.075e+09,4,5.5,470.1,958.8,2,2008,98004
2015-04-21,3.95e+08,4,2.5,246.2,464.5,2,2007,98116
2014-06-27,367500000,3,2.25,138.4,112.6,2,2011,98112
2015-03-30,2.94e+08,4,2.5,284.3,716.3,2,2009,98059
2015-05-13,362250000,3,3.25,301,388.8,2,2011,98075
2014-07-09,374500000,3,2.75,262,496.8,2,2008,98052
2014-09-18,3.6e+08,5,3.5,384.6,710,2,2003,98075
2014-06-11,1.25e+08,2,1.5,91.2,78.6,2,2006,98133
2015-03-27,3.95e+08,3,2.75,228.5,334.5,2,2007,98029
2015-01-21,196220000,4,2.5,236.6,445.9,2,2014,98092
2014-07-25,1.4e+08,4,2.25,170.4,693.1,2,2012,98042
2014-11-13,666500000,4,4.5,290.8,476.2,3,2014,98112
2014-12-17,324500000,4,2.5,253.6,450.3,2,2008,98126
2014-10-31,228500000,2,2.5,128.2,123.5,2,2008,98117
2015-03-23,1112500000,4,4.25,436.6,1003.4,2,2002,98033
2014-08-23,226500000,3,3,216.5,398,2,2004,98108
2014-09-22,164890000,3,2.5,160.7,334.5,2,2014,98146
2014-11-12,5.25e+08,2,2.5,218.3,222,3,2007,98144
2015-05-05,385502500,5,4.5,371.6,623.7,2,2015,98024
2014-07-25,6.5e+08,3,2.5,311.2,720.2,1,2009,98008
2014-06-19,303750000,3,3.25,142.1,149.8,3,2006,98107
2015-01-16,1.39e+08,2,2.25,149.6,182.8,2,1979,98056
2014-07-02,237500000,4,2.75,243.4,574,2,2013,98045
2014-08-14,1.35e+08,3,2,120.8,178.4,2,2006,98126
2015-04-23,6.51e+08,4,3.5,333.5,495.5,2,2006,98115
2014-08-11,389491500,4,2.5,231.3,524.6,2,2014,98052
2014-10-22,110500000,3,2.5,122.6,165.4,2,2005,98118
2014-08-21,169400000,4,2.25,167.2,255.7,2,2014,98106
2014-08-04,417497500,5,1.5,312.2,485.4,2,2014,98074
2015-05-01,2.75e+08,4,2.5,299.1,866.6,2,2006,98019
2014-10-31,287500000,3,3.5,233.6,144.8,2,2007,98034
2014-09-23,324500000,4,2.75,290.8,902.2,2,2014,98059
2014-05-30,272500000,4,2.5,252.7,440.2,2,2012,98065
2014-11-20,312500000,2,2.25,129.1,85.1,2,2007,98122
2014-12-23,5.21e+08,4,4.5,457.1,25105.7,2,2006,98045
2014-05-16,305500000,3,2.5,198.3,184.3,2.5,2008,98027
2015-03-17,1.5e+08,3,2.5,161.7,529.6,2,2012,98030
2014-12-29,288500000,3,2.5,237.8,486.6,2,2001,98053
2014-10-20,174995000,4,2.5,206.2,330.8,2,2014,98038
2014-07-14,3.25e+08,3,2.5,177.4,405.3,2,2006,98029
2015-03-28,1.89e+08,2,1.5,91,79.2,2,2009,98144
2015-02-05,156600000,3,2.5,181.2,389.9,2,2013,98042
2014-09-12,603344000,5,4.25,385.5,1116.2,2,2014,98075
2015-05-06,126250000,2,1.5,103.1,91.6,2,2009,98118
2015-03-05,1.54e+08,3,2.5,116.1,106.8,2,2009,98106
2014-05-15,401550000,4,2.5,307.5,502,2,2004,98052
2014-06-18,207500000,4,2.5,187.7,511.1,2,2010,98059
2014-08-14,392500000,4,3.5,307.5,450.6,2,2010,98053
2014-05-28,249975000,4,2.5,259.9,415.6,2,2012,98055
2015-03-17,1.08e+08,4,2.5,171.6,743.2,2,2008,98001
2015-02-26,1.9e+08,4,2.5,224.8,462.7,2,2009,98038
2014-11-06,172500000,4,2.5,187.7,334.5,2,2012,98038
2014-11-04,228250000,4,2.5,223,632.8,2,2007,98059
2014-11-04,191247500,3,2.5,163.5,500.7,1,2014,98038
2015-03-06,162475000,4,2.5,196,388.1,2,2013,98042
2014-08-11,218236000,4,2.5,250.1,779.6,2,2014,98030
2014-05-30,182625000,3,2.25,138.4,420.1,2,2009,98028
2015-03-24,459995000,5,3.25,367.9,590.1,2,2014,98075
2015-04-29,158237500,4,2.5,161.7,431.3,2,2012,98042
2015-03-24,212500000,4,2.5,180.2,419.6,1,2010,98028
2015-03-11,151430000,2,1,90.1,304.6,2,2007,98136
2014-07-22,1.49e+08,3,2.5,172.1,371.6,2,2014,98002
2014-08-26,1.602e+09,4,4,446.9,1751.3,2,2007,98004
2014-12-01,4.75e+08,4,4,523.5,900.7,2,2011,98003
2014-11-21,166500000,3,2.5,141.2,282.5,2,2009,98059
2015-03-05,144975000,3,2.5,195,397.2,2,2010,98002
2015-05-06,209975000,3,2.25,116.1,75.3,3,2014,98136
2014-07-15,1.53e+08,2,1.5,101.3,109.9,3,2008,98103
2014-11-29,249222500,4,2.5,298.8,548.3,2,2014,98030
2014-06-20,387975000,4,2.5,275.9,408.8,2,2014,98052
2014-07-03,302500000,3,2.5,242.5,595,2,2001,98065
2014-09-09,2.6e+08,2,1.75,124.5,127.1,2,2006,98122
2014-10-28,424995000,4,2.75,306.6,463.3,2,2014,98074
2014-06-04,383725000,3,2,151.4,706,1,2006,98117
2014-08-08,332500000,3,2.25,147.7,86.3,2,2014,98122
2014-09-18,262500000,2,2.75,121.7,117.8,3.5,2007,98103
2014-07-22,435257500,4,3.5,334.5,529.3,2,2014,98075
2014-07-21,1.95e+08,4,2.5,200.1,385.8,2,2012,98058
2015-04-11,2.5e+08,3,1.75,142.1,76.6,3,2015,98144
2014-08-05,199975000,3,2.25,126.3,96.7,2,2006,98117
2015-02-09,152500000,3,2.5,122.6,230.4,2,2005,98118
2015-01-23,127500000,4,2.5,154.2,624.7,2,2009,98001
2014-09-30,207500000,4,2.5,268.6,603.8,2,2014,98001
2015-03-27,358250000,3,2.5,217.4,200.2,2,2012,98027
2014-06-25,212500000,3,2.5,215.5,210.6,3,2009,98177
2015-02-17,2.7e+08,4,2.5,203.5,358.1,2,2010,98011
2014-08-04,162373500,3,2.5,191.4,440.5,2,2014,98038
2015-01-28,192500000,3,2.5,161.7,385.1,2,2010,98053
2014-08-12,1.35e+08,3,2.25,130.1,355.4,2,2012,98042
2014-06-12,6.2e+08,5,4,409.7,1335.9,2,2006,98052
2015-04-16,3.36e+08,3,2.5,165.4,153,2,2008,98103
2015-01-29,1.55e+08,3,2.5,163.5,941.8,2,2010,98038
2014-08-11,1.5e+09,3,3.5,409.7,999.3,2,2014,98056
2015-02-25,1.175e+09,6,4.25,515.6,1072.8,2,2014,98033
2014-06-27,213500000,3,2.5,225.9,872.5,2,2005,98001
2015-04-23,194975000,3,2.5,212.1,371.2,2,2008,98031
2014-06-25,154810000,3,2.5,172.8,346.5,2,2012,98019
2014-07-01,199947500,4,2.5,250.9,418.1,2,2014,98092
2015-02-02,221257500,4,2.5,272.2,452.9,2,2014,98030
2014-12-02,187500000,3,2.25,143.1,145,3,2010,98103
2014-07-02,154890000,3,2.5,208.3,418.1,2,2014,98092
2015-03-12,212500000,3,2.5,181.2,403.7,2,2007,98065
2015-05-01,202500000,2,3,107.8,99.7,2,2007,98144
2014-07-19,178125000,3,2.5,191.4,475.2,2,2014,98092
2015-02-19,2.75e+08,3,2.25,114.3,81.3,3,2013,98199
2014-05-05,1.7e+08,2,1.5,107.8,133.6,2,2001,98144
2014-08-23,181432500,4,2.5,208.6,399.6,2,2014,98038
2015-03-23,6.8e+08,4,3.5,382.8,1173,2,2014,98034
2014-05-05,4.15e+08,4,2.5,315.9,900.4,2,2007,98052
2014-08-01,7.99e+08,5,3.75,396.7,696.8,2,2014,98033
2015-03-04,427500000,4,3.5,268.5,549.1,2,2014,98075
2014-08-19,602500000,5,3.5,299.1,743.2,2,2008,98033
2014-08-11,692500000,4,3.5,372.5,1427.5,2,2006,98027
2015-03-26,200100000,4,3.5,210,2810.3,2,2013,98188
2014-05-23,117500000,2,1,105.9,160.7,1.5,2007,98126
2015-05-07,174975000,3,2,152.4,437.9,1,2009,98038
2014-07-09,329975000,4,2.75,326.1,873.3,2,2014,98059
2014-05-08,392500000,3,2.75,279.6,171.1,2,2011,98075
2015-04-16,237500000,2,2.25,98.5,85.9,2,2006,98199
2014-05-27,131950000,3,2.5,154,250.8,2,2014,98198
2015-05-01,1.71e+08,3,2.5,182.1,328.9,2,2012,98038
2014-09-18,183949500,3,2.5,224.8,439,2,2014,98038
2015-02-04,328522000,3,3.5,317.7,2209.8,1.5,2014,98059
2014-11-13,179975000,2,1.5,83,89.7,2,2007,98122
2014-07-23,439975000,4,2.75,280.6,669.2,2,2014,98033
2014-08-26,2.75e+08,4,2.5,229.5,553.1,2,2013,98028
2014-12-09,139500000,4,2.5,186.6,445.9,2,2012,98092
2014-07-18,127500000,3,2.5,142.1,103.7,2.5,2005,98028
2015-02-24,304750000,3,1.75,147.7,103.4,3,2014,98107
2014-06-20,2.1e+08,5,3,244.3,292.6,2,2013,98056
2014-10-08,2.85e+08,4,2.5,300.1,667.7,2,2008,98059
2015-05-12,219500000,3,2.25,132.9,217.7,2,2012,98108
2014-11-08,1.55e+08,3,2.5,208.3,533.6,2,2012,98092
2015-02-09,317500000,4,2.5,232.3,371.6,2,2014,98144
2014-11-28,199975000,3,2.5,114.3,85.7,2,2009,98199
2014-08-05,402500000,4,2.5,280.6,334.5,2.5,2009,98029
2015-04-07,9e+08,4,3.5,323.3,371.6,2,2015,98112
2015-04-03,602500000,4,3,309.4,710.7,1,2008,98103
2014-10-15,372500000,4,2.5,315.9,449.7,2,2006,98059
2014-06-24,164722500,2,1.5,77.1,104,2,2005,98144
2014-10-15,2.94e+08,5,3,288.9,414.7,2,2007,98011
2014-07-07,247407500,3,2.5,177.4,194.3,2,2014,98029
2014-10-14,295987500,3,2.75,300.1,487.7,2,2014,98065
2015-01-08,3e+08,5,2.75,314,759.9,2,2011,98059
2014-07-08,336500000,3,2.75,262.9,324.8,2,2012,98029
2015-02-11,444975000,5,3.5,343.7,655.4,2,2014,98074
2015-03-25,2.5e+08,4,3,234.1,381.3,2,2002,98065
2014-10-01,2.5e+08,3,2.25,142.1,129.7,2,2007,98107
2014-05-05,4.45e+08,4,4.25,410.6,534.2,2,2006,98027
2015-04-29,218500000,3,3,135.6,109.6,3,2006,98117
2014-09-05,209850000,3,2.25,134.7,138.1,2,2006,98116
2014-07-23,1.97e+08,3,2,107.8,319.7,1,1930,98136
2014-08-06,1.71e+08,3,2,152.4,446.1,1,2010,98038
2014-06-26,2.1e+08,3,1.75,134.2,23144.6,1.5,2008,98070
2014-05-23,2.9e+08,3,2.5,150.5,109,3,2008,98103
2015-03-27,171500000,2,1.5,102.2,114.1,2,2007,98118
2015-04-02,1.95e+08,2,1.5,124.5,130.3,2,2008,98144
2014-08-11,1.37e+08,3,1.5,134.7,436.1,2,2011,98038
2015-01-14,3.5e+08,4,2.5,282.4,668.9,2,2008,98177
2015-04-16,4.19e+08,4,2.5,237.8,669.8,2,2006,98136
2014-09-17,1.5e+08,6,3,254.9,922.2,2,2006,98002
2014-09-03,233500000,3,2.25,131.9,92,3,2008,98103
2015-03-02,197500000,2,1,65,692.8,1,1943,98108
2014-09-24,3.67e+08,5,4.25,381.8,3972.1,2,2000,98023
2015-01-06,2.4e+08,5,2.75,248.1,444.1,2,2013,98059
2015-02-17,269500000,3,2.75,197.9,130.1,2,2010,98118
2015-05-05,229975000,5,2.75,286,591.9,2,2014,98042
2014-10-30,153250000,2,1,78,82.9,2,2006,98136
2015-03-26,204237000,3,2.5,167.2,253.7,2,2014,98065
2014-05-14,218500000,3,2.75,239.7,483.1,2,2008,98059
2014-06-23,80398500,3,1.5,118,218.9,2,2012,98108
2015-01-07,364500000,4,3.5,284.7,505.4,3,2014,98056
2014-10-31,249500000,3,2.5,172.9,147.4,2,2007,98034
2014-10-16,179975000,4,2.75,210,530,2,2014,98042
2014-12-10,464500000,5,3.25,385.5,659.6,2,2013,98074
2014-10-06,264975000,2,2.5,139.4,109.1,2,2014,98107
2015-04-03,230500000,3,2.25,150.5,92.7,2.5,2012,98027
2014-10-14,135557500,2,1.5,77.1,123.1,2,2005,98136
2015-01-06,326500000,4,2.5,289.9,477.2,2,2003,98053
2014-10-24,282500000,3,2.5,173.7,98.3,3,2007,98103
2014-12-04,264975000,3,2.25,115.2,116.1,3,2014,98107
2015-03-26,292500000,4,2.5,262,521.4,2,2007,98028
2014-07-03,304500000,3,1.75,151.4,141.8,3,2014,98103
2014-06-18,133500000,3,2.25,147.2,260.1,2,2012,98002
2014-05-09,278500000,4,2.5,263.8,418.1,2,2012,98028
2014-11-17,354975000,4,3.25,363.3,584.6,2,2006,98065
2014-07-18,312500000,3,2.5,160.7,120.9,3,2011,98103
2014-12-23,299500000,3,2.75,170.9,191.4,2,2013,98027
2015-05-06,4.6e+08,4,3.75,374.4,46822.1,2,2008,98045
2014-10-16,642500000,4,3.5,319.6,353,3,2014,98112
2015-03-30,162250000,4,2.5,196,355.4,2,2012,98042
2015-01-16,235750000,3,2.5,225.8,545,2,2009,98065
2014-08-08,507500000,4,3.75,435.7,19244,2,2007,98019
2014-11-11,4.99e+08,4,3.5,325.2,4046.9,2,2014,98006
2015-01-29,1.31e+08,4,2.5,192.3,806.9,2,2006,98188
2015-04-01,4.22e+08,4,3.5,311.2,589.9,2,2009,98116
2014-06-24,372820500,4,2.5,226.7,450.6,2,2013,98052
2014-12-12,329975000,5,3,279.6,683.5,2,2008,98133
2014-08-04,169994500,3,2.5,191.4,390.2,2,2014,98038
2015-05-04,176250000,2,2.5,145.9,222.9,2,2009,98106
2014-05-13,262500000,3,2.5,146.8,107.9,2,2008,98112
2014-09-29,569495000,5,3.5,397.6,606.7,2,2014,98075
2014-08-12,245500000,5,3.5,261.5,455.2,2,2011,98030
2014-07-18,337500000,4,2.5,243.4,568,2,2011,98029
2015-01-06,1.72e+08,3,2.25,116.1,96,3,2007,98103
2014-11-04,2.65e+08,4,2.5,301.9,418.1,2,2008,98059
2014-12-10,145250000,4,3.25,233.2,714.1,2,2003,98055
2015-01-13,167500000,2,1.75,118,156.5,2,2012,98108
2015-05-07,1.499e+09,5,4,619.7,1531.1,2,2007,98004
2014-09-19,189500000,3,2.5,146.8,285.7,2,2013,98126
2014-07-17,192500000,3,1.5,126.3,188.6,3,2008,98103
2015-02-25,250006000,4,2.5,223,893,1,1962,98059
2014-05-05,183375000,3,3,146,187.4,3,2008,98125
2014-06-06,202500000,2,2,130.5,99.7,2,2007,98122
2015-02-12,178499500,3,1.5,93.8,143.6,2,1971,98144
2015-04-17,2.95e+08,2,2.5,134.7,119,2,2006,98105
2014-11-04,1.47e+08,3,1.75,131.9,126.4,2,2014,98108
2015-04-26,365750000,4,2.5,246.2,431.4,2,2013,98053
2014-06-06,418609500,5,2.75,281.5,713.4,2,2014,98074
2015-04-15,8e+08,4,5.5,606.7,80937.1,2,2008,98014
2014-06-16,399400000,3,2.75,248.1,347.3,1,2013,98056
2014-10-08,241250000,2,2.5,108.7,75.2,2,2007,98103
2015-03-06,4.1e+08,4,2.5,302.9,2487.2,2,2007,98027
2014-07-11,159500000,3,1.5,137.5,160,3,2007,98125
2014-08-13,4.75e+08,3,2.5,250.8,645.4,2,2013,98056
2015-05-07,633750000,4,3.5,431.1,1245.3,2,2007,98059
2014-07-07,1.89e+08,3,2.5,148.7,231.4,3,2007,98125
2015-04-02,1672500000,5,3.75,497,1427,1,2008,98004
2014-10-27,244975000,3,2.5,236,486.5,2,2011,98118
2015-04-27,172500000,2,1.75,95.7,102.8,2,2006,98136
2015-02-26,2.55e+08,3,2.5,253.6,663,2,2012,98198
2014-07-29,216250000,4,2.5,294.7,467.6,2,2014,98023
2015-04-20,3.25e+08,4,2.5,293.6,792.5,2,2006,98059
2014-10-03,3.75e+08,4,2.5,264.8,1154.7,2,2008,98033
2015-04-27,4.35e+08,4,3.5,258.3,288,2,2014,98117
2014-12-15,4.5e+08,4,3.5,358.6,607.9,2,2014,98075
2014-12-16,332475000,2,1.75,109.6,83.6,2,2014,98102
2014-06-02,195500000,3,2.25,131,119.8,2,2004,98027
2015-01-23,9e+08,4,3.5,591.8,19101.1,2,2008,98027
2015-05-14,239674500,5,3,299.4,591.9,2,2014,98042
2014-12-23,330500000,4,3.25,241.5,192.7,2,2011,98027
2014-10-02,189500000,3,3.25,128.2,114.6,3,2006,98103
2014-05-05,207500000,3,2.25,150.5,92.7,2.5,2010,98027
2014-12-01,187500000,3,3.25,127.3,114,3,2007,98103
2014-05-23,177500000,3,2,113.3,110.2,3,2007,98103
2014-09-05,2.7e+08,3,2.5,118.9,175.5,3,2009,98105
2014-07-24,1.45e+08,2,1.5,71.5,79,2,2006,98116
2014-05-20,2.5e+08,3,2.5,112.4,111.5,3,2008,98103
2014-09-02,2.08e+08,4,2.5,268.5,587.3,2,2011,98038
2014-08-11,174950000,3,2.5,146.8,256.9,2,2011,98126
2014-06-05,232500000,3,2.25,142.1,115.7,2,2014,98122
2014-06-30,4.75e+08,4,2.5,341,713.5,2.5,2007,98029
2015-03-26,248400000,4,2.25,171.9,217.4,2.5,2014,98126
2015-03-20,3.4e+08,4,2.5,226.7,611.4,2,2014,98133
2015-04-24,4.6e+08,4,3.25,203.5,396.2,2,2015,98122
2015-02-02,644995000,5,4,405.1,746,2,2015,98075
2014-07-01,412500000,4,2.75,370.7,616.6,2,2003,98053
2014-10-02,1.46e+08,3,2.5,118,119.2,3,2007,98125
2015-04-09,2.88e+08,4,2.5,310.3,643.3,2,2009,98059
2015-03-13,3.35e+08,2,2,139.4,70.7,3,2008,98103
2014-05-20,476503500,4,3.5,289.9,472.5,2,2008,98115
2015-02-23,199500000,4,2.5,230.4,402.6,2,2012,98038
2015-04-27,199500000,2,2,103.1,107.3,3,2008,98136
2014-11-17,423546500,4,2.75,256.4,526.8,2,2014,98075
2015-02-06,299975000,3,2.5,140.3,138.7,3,2014,98107
2014-08-13,249500000,3,2.5,135.6,149.9,2,2007,98117
2014-10-15,3.8e+08,4,2.75,369.8,26506.9,2,2006,98045
2014-10-29,849995000,4,3.75,308.4,765,2,2014,98004
2014-05-12,516944000,4,3.25,303.8,481.9,2,2014,98052
2014-05-20,257500000,4,2.5,248.1,814.3,2,2006,98059
2014-12-09,177500000,3,2.25,131,123.7,2,2004,98027
2014-08-05,159950000,4,2.75,229.9,371.6,2,2014,98002
2014-05-27,2.3e+08,3,3.5,148.6,132.9,2,2006,98117
2015-01-08,152500000,2,1,119.8,314.3,2,2008,98053
2015-03-17,1.4e+08,3,2.5,149.4,447.6,2,2012,98092
2015-02-27,197475000,2,2.25,120.8,195.5,2,2011,98136
2014-08-21,1.91e+08,4,3.5,235,278.7,2,2014,98146
2015-04-22,2.8e+08,3,2.5,129.1,131.1,3,2008,98103
2014-05-20,3.86e+08,3,2.25,152.4,111.9,3,2014,98112
2014-07-22,162475000,4,2.5,207.1,531.7,2,2012,98032
2014-07-09,2.65e+08,3,2.5,166.3,286,2,2010,98027
2014-10-24,1.92e+08,3,2.25,92,68.4,2.5,2009,98105
2014-06-11,359975000,5,2.75,301,637.6,2,2013,98056
2014-08-11,159975000,2,2.5,118.9,76.1,2,2006,98103
2015-01-28,1.46e+08,3,2.5,149.6,357.5,2,2006,98055
2015-04-28,7.5e+08,6,3.5,341,367.8,2,2008,98119
2014-05-07,212500000,2,2.5,106.8,95.4,3,2008,98103
2014-10-10,399975000,5,3.75,349.3,436.8,2,2014,98034
2014-08-25,249500000,2,2.5,122.6,107.5,2,2014,98107
2015-03-27,2.86e+08,4,2.75,250.8,742.5,2,2012,98059
2014-07-22,229500000,2,2,137.5,74.7,3,2008,98122
2015-03-18,264750000,3,2.25,131,84.1,3,2014,98116
2014-09-09,187250000,4,2.5,291.3,539.9,2,2005,98092
2014-06-05,2.92e+08,3,2.5,137.5,138,2,2007,98102
2015-01-15,9.49e+08,4,4.5,373.5,897.1,2,2007,98004
2014-07-07,252500000,2,2.25,98.5,112.3,2,2006,98102
2014-11-14,282500000,2,2.5,181.2,228.3,3,2009,98144
2015-03-25,399500000,4,2.75,310.3,527.4,2,2011,98052
2015-04-29,273500000,3,2.5,145.9,134.9,2.5,2007,98199
2015-02-27,2.75e+08,3,2.5,179.3,613.5,2,2014,98166
2014-09-18,1.25e+08,3,2,147.7,752.5,1,1996,98038
2015-01-05,4.8e+08,4,4.5,345.6,719.6,2,2014,98034
2014-10-30,1.475e+09,4,4.25,415.3,546.6,2,2010,98199
2015-03-27,220500000,2,1,119.8,119.8,2,2005,98144
2015-04-07,132500000,3,2.25,138.3,260.1,2,2012,98002
2015-04-09,2.15e+08,3,2.5,192.8,3674.6,1,2012,98038
2014-06-17,143400000,3,2.5,131.3,334.5,2,2011,98031
2015-04-16,187500000,3,2.5,120.8,126.5,2,2008,98144
2014-12-15,156250000,3,3.25,137.5,91.3,2,2013,98106
2015-01-07,4.25e+08,4,2.75,308.4,516.4,2,2012,98075
2015-03-25,195250000,3,2.25,142.1,118.8,2,2007,98177
2014-10-29,227500000,3,2.5,109.6,86.6,3,2010,98119
2015-04-06,227500000,2,2,110.6,121.1,2,2009,98107
2014-12-03,257500000,3,2.25,120.8,109.6,3,2008,98103
2015-04-01,181250000,3,3.5,158.9,205.5,2,2013,98126
2014-09-24,2.3e+08,3,2.5,222,4411,2,2007,98058
2014-09-04,2.7e+08,4,3.5,326.1,557.9,2,2010,98065
2014-07-31,1.15e+08,3,1.75,105.9,108.2,2,2014,98108
2014-09-29,212500000,2,2.5,122.6,123.5,2,2007,98107
2014-05-19,149225000,5,3,195.1,906,1,2007,98003
2014-12-22,1.72e+08,4,2.5,223,450.4,2,2004,98038
2014-05-05,208143000,3,2.5,130.8,91.9,3,2005,98115
2015-02-23,189750000,4,2.5,237.8,474,2,2013,98092
2014-06-17,1.75e+08,2,2.5,117.1,125.1,3,2005,98103
2015-04-08,129400000,2,1.75,119.8,150.9,2,2014,98106
2014-12-18,3.1e+08,4,2.5,253.6,860.3,2,2008,98133
2014-05-02,147500000,2,2.5,151.4,127.1,2,2009,98106
2015-02-27,454495000,4,2.75,327.9,635.8,2,2014,98075
2014-11-17,242615000,4,2.5,252.1,1166.7,2,2014,98031
